symptom,code,description,source_name,source_link,root_url
cardiomegaly,C0018800,"Increased size of the heart, clinically defined as an increased transverse diameter of the cardiac silhouette that is greater than or equal to 50% of the transverse diameter of the chest (increased cardiothoracic ratio) on a posterior-anterior projection of a chest radiograph or a computed tomography. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0018800
hypotension,C0020649,"Low Blood Pressure, vascular hypotension. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0020649
sputum purulent,C0241235,"Etiology
Isolation of and risk factors for airway infection with Pseudomonas aeruginosa in patients with non-cystic fibrosis bronchiectasis.
Figueiredo MR,
Lomonaco I,
Araújo AS,
Lundgren F,
Pereira EDB
J Bras Pneumol
2021;47(3):e20210017.
Epub 2021 Jun 23
doi: 10.36416/1806-3756/e20210017.
PMID: 34190862Free PMC Article

Effectiveness of anti-inflammatory treatment versus antibiotic therapy and placebo for patients with non-complicated acute bronchitis with purulent sputum. The BAAP Study protocol.
Llor C,
Moragas A,
Bayona C,
Morros R,
Pera H,
Cots JM,
Fernández Y,
Miravitlles M,
Boada A
BMC Pulm Med
2011 Jun 21;11:38.
doi: 10.1186/1471-2466-11-38.
PMID: 21693045Free PMC Article

Yield of sputum microbiological examination in patients hospitalized for exacerbations of chronic obstructive pulmonary disease with purulent sputum.
Roche N,
Kouassi B,
Rabbat A,
Mounedji A,
Lorut C,
Huchon G
Respiration
2007;74(1):19-25.
Epub 2006 May 3
doi: 10.1159/000093158.
PMID: 16675894

Most of the lipid in purulent sputum is bound to mucus glycoprotein.
Nadziejko CE,
Slomiany BL,
Slomiany A
Exp Lung Res
1993 Nov-Dec;19(6):671-84.
doi: 10.3109/01902149309064364.
PMID: 8281913

Randomised controlled trial of antibiotics in patients with cough and purulent sputum.
Stott NC,
West RR
Br Med J
1976 Sep 4;2(6035):556-9.
doi: 10.1136/bmj.2.6035.556.
PMID: 786428Free PMC Article
See all (141)
Diagnosis
A Systematic Review and Meta-Analysis of Sputum Purulence to Predict Bacterial Infection in COPD Exacerbations.
Chen K,
Pleasants KA,
Pleasants RA,
Beiko T,
Washburn RG,
Yu Z,
Zhai S,
Drummond MB
COPD
2020 Jun;17(3):311-317.
Epub 2020 May 27
doi: 10.1080/15412555.2020.1766433.
PMID: 32456479

Cyst in the liver and cough with copious purulent sputum.
Wani NA,
Rawa AA,
Kosar T,
Ganai FA
Ann Saudi Med
2011 Mar-Apr;31(2):206.
doi: 10.4103/0256-4947.77504.
PMID: 21403405Free PMC Article

Predictors of positive sputum cultures in exacerbations of chronic obstructive pulmonary disease.
Tsimogianni AM,
Papiris SA,
Kanavaki S,
Stathopoulos GT,
Sotiropoulou C,
Manali ED,
Michalopoulou P,
Roussos C,
Kotanidou A
Respirology
2009 Nov;14(8):1114-20.
Epub 2009 Sep 16
doi: 10.1111/j.1440-1843.2009.01615.x.
PMID: 19761538

Cough, dyspnoea and purulent sputum in a 66-yr-old nonsmoking female.
Jäger D,
Müller KM,
Gillissen A,
Schultze-Werninghaus G
Eur Respir J
1999 Feb;13(2):456-9.
doi: 10.1183/09031936.99.13245699.
PMID: 10065698

Budgerigar breeders' hypersensitivity pneumonitis presenting as chronic bronchitis with purulent sputum.
Tanaka H,
Honda Y,
Hirasawa M,
Fujishima T,
Abe S
Intern Med
1995 Jul;34(7):676-8.
doi: 10.2169/internalmedicine.34.676.
PMID: 7496084
See all (157)
Therapy
One-stage thoracoscopic resection of bilateral bronchiectasis.
Wu MH,
Wu HY
Asian Cardiovasc Thorac Ann
2022 Feb;30(2):190-194.
Epub 2021 Sep 24
doi: 10.1177/02184923211044399.
PMID: 34558317

Prevalence and factors associated with isolation of Aspergillus and Candida from sputum in patients with non-cystic fibrosis bronchiectasis.
Máiz L,
Vendrell M,
Olveira C,
Girón R,
Nieto R,
Martínez-García MÁ
Respiration
2015;89(5):396-403.
Epub 2015 Apr 23
doi: 10.1159/000381289.
PMID: 25924628

Effectiveness of anti-inflammatory treatment versus antibiotic therapy and placebo for patients with non-complicated acute bronchitis with purulent sputum. The BAAP Study protocol.
Llor C,
Moragas A,
Bayona C,
Morros R,
Pera H,
Cots JM,
Fernández Y,
Miravitlles M,
Boada A
BMC Pulm Med
2011 Jun 21;11:38.
doi: 10.1186/1471-2466-11-38.
PMID: 21693045Free PMC Article

Effects of doxycycline in patients with acute cough and purulent sputum: a double blind placebo controlled trial.
Verheij TJ,
Hermans J,
Mulder JD
Br J Gen Pract
1994 Sep;44(386):400-4.
PMID: 8790652Free PMC Article

Randomised controlled trial of antibiotics in patients with cough and purulent sputum.
Stott NC,
West RR
Br Med J
1976 Sep 4;2(6035):556-9.
doi: 10.1136/bmj.2.6035.556.
PMID: 786428Free PMC Article
See all (158)
Prognosis
One-stage thoracoscopic resection of bilateral bronchiectasis.
Wu MH,
Wu HY
Asian Cardiovasc Thorac Ann
2022 Feb;30(2):190-194.
Epub 2021 Sep 24
doi: 10.1177/02184923211044399.
PMID: 34558317

Isolation of and risk factors for airway infection with Pseudomonas aeruginosa in patients with non-cystic fibrosis bronchiectasis.
Figueiredo MR,
Lomonaco I,
Araújo AS,
Lundgren F,
Pereira EDB
J Bras Pneumol
2021;47(3):e20210017.
Epub 2021 Jun 23
doi: 10.36416/1806-3756/e20210017.
PMID: 34190862Free PMC Article

Bronchial Infection and Temporal Evolution of Bronchiectasis in Patients With Chronic Obstructive Pulmonary Disease.
Martínez-García MÁ,
de la Rosa-Carrillo D,
Soler-Cataluña JJ,
Catalan-Serra P,
Ballester M,
Roca Vanaclocha Y,
Agramunt M,
Ballestin J,
Garcia-Ortega A,
Oscullo G,
Navarro-Soriano C,
Agusti A
Clin Infect Dis
2021 Feb 1;72(3):403-410.
doi: 10.1093/cid/ciaa069.
PMID: 31967312

Predictors of positive sputum cultures in exacerbations of chronic obstructive pulmonary disease.
Tsimogianni AM,
Papiris SA,
Kanavaki S,
Stathopoulos GT,
Sotiropoulou C,
Manali ED,
Michalopoulou P,
Roussos C,
Kotanidou A
Respirology
2009 Nov;14(8):1114-20.
Epub 2009 Sep 16
doi: 10.1111/j.1440-1843.2009.01615.x.
PMID: 19761538

Yield of sputum microbiological examination in patients hospitalized for exacerbations of chronic obstructive pulmonary disease with purulent sputum.
Roche N,
Kouassi B,
Rabbat A,
Mounedji A,
Lorut C,
Huchon G
Respiration
2007;74(1):19-25.
Epub 2006 May 3
doi: 10.1159/000093158.
PMID: 16675894
See all (98)
Clinical prediction guides
Isolation of and risk factors for airway infection with Pseudomonas aeruginosa in patients with non-cystic fibrosis bronchiectasis.
Figueiredo MR,
Lomonaco I,
Araújo AS,
Lundgren F,
Pereira EDB
J Bras Pneumol
2021;47(3):e20210017.
Epub 2021 Jun 23
doi: 10.36416/1806-3756/e20210017.
PMID: 34190862Free PMC Article

Effectiveness of anti-inflammatory treatment versus antibiotic therapy and placebo for patients with non-complicated acute bronchitis with purulent sputum. The BAAP Study protocol.
Llor C,
Moragas A,
Bayona C,
Morros R,
Pera H,
Cots JM,
Fernández Y,
Miravitlles M,
Boada A
BMC Pulm Med
2011 Jun 21;11:38.
doi: 10.1186/1471-2466-11-38.
PMID: 21693045Free PMC Article

Yield of sputum microbiological examination in patients hospitalized for exacerbations of chronic obstructive pulmonary disease with purulent sputum.
Roche N,
Kouassi B,
Rabbat A,
Mounedji A,
Lorut C,
Huchon G
Respiration
2007;74(1):19-25.
Epub 2006 May 3
doi: 10.1159/000093158.
PMID: 16675894

Effect of chondroitinase ABC on purulent sputum from cystic fibrosis and other patients.
Khatri IA,
Bhaskar KR,
Lamont JT,
Sajjan SU,
Ho CK,
Forstner J
Pediatr Res
2003 Apr;53(4):619-27.
Epub 2003 Jan 15
doi: 10.1203/01.PDR.0000054780.11755.B9.
PMID: 12612214

Deleterious effects of purulent sputum sol on human ciliary function in vitro: at least two factors identified.
Sykes DA,
Wilson R,
Greenstone M,
Currie DC,
Steinfort C,
Cole PJ
Thorax
1987 Apr;42(4):256-61.
doi: 10.1136/thx.42.4.256.
PMID: 3303429Free PMC Article
See all (113)
",Isolation of and risk factors for airway infection with Pseudomonas aeruginosa in patients with non-cystic fibrosis bronchiectasis.,/pubmed/34190862,https://www.ncbi.nlm.nih.gov/medgen/?term=C0241235
facial paresis,C0427055,Reduced strength of one or more muscles innervated by the facial nerve (the seventh cranial nerve). [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0427055
pain,C0030193,"An unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0030193
oliguria,C0028961,"Low output of urine, clinically classified as an output below 300-500ml/day. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0028961
blackout,C0312422,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0312422
intoxication,C0728899,Diminished control of mental or physical functioning caused by a substance. [from SNOMEDCT_US],SNOMEDCT_US,http://www.nlm.nih.gov/research/umls/Snomed/us_edition.html,https://www.ncbi.nlm.nih.gov/medgen/?term=C0728899
tremor,C0040822,"An unintentional, oscillating to-and-fro muscle movement about a joint axis. [from HPO]",HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0040822
hallucinations auditory,C0233762,The false perception of sound. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0233762
suicidal,C0438696,"Etiology
Prevalence of suicidal ideation and suicide attempts among refugees: a meta-analysis.
Haase E,
Schönfelder A,
Nesterko Y,
Glaesmer H
BMC Public Health
2022 Apr 1;22(1):635.
doi: 10.1186/s12889-022-13029-8.
PMID: 35365108Free PMC Article

Nightmares mediate the association between traumatic event exposure and suicidal ideation in frontline medical workers exposed to COVID-19.
Que JY,
Shi L,
Yan W,
Chen SJ,
Wu P,
Sun SW,
Yuan K,
Liu ZC,
Zhu Z,
Fan JY,
Lu Y,
Hu B,
Xiao H,
Liu ZS,
Li Y,
Wang GH,
Wang W,
Ran MS,
Shi J,
Wing YK,
Bao YP,
Lu L
J Affect Disord
2022 May 1;304:12-19.
Epub 2022 Feb 15
doi: 10.1016/j.jad.2022.02.033.
PMID: 35176338Free PMC Article

Depressive symptoms as a mediator between perceived social support and suicidal ideation among Chinese adolescents.
Wan LP,
Yang XF,
Liu BP,
Zhang YY,
Liu XC,
Jia CX,
Wang XT
J Affect Disord
2022 Apr 1;302:234-240.
Epub 2022 Jan 25
doi: 10.1016/j.jad.2022.01.061.
PMID: 35090945

Socio-demographic, economic and mental health problems were risk factors for suicidal ideation among Kenyan students aged 15 plus.
Ndetei DM,
Mutiso VN,
Weisz JR,
Okoth CA,
Musyimi C,
Muia EN,
Osborn TL,
Sourander A,
Wasserman D,
Mamah D
J Affect Disord
2022 Apr 1;302:74-82.
Epub 2022 Jan 12
doi: 10.1016/j.jad.2022.01.055.
PMID: 35032509

Using the integrated motivational-volitional (IMV) model of suicidal behaviour to differentiate those with and without suicidal intent in hospital treated self-harm.
Cleare S,
Wetherall K,
Eschle S,
Forrester R,
Drummond J,
O'Connor RC
Prev Med
2021 Nov;152(Pt 1):106592.
Epub 2021 Sep 16
doi: 10.1016/j.ypmed.2021.106592.
PMID: 34538374
See all (18492)
Diagnosis
Socio-demographic, economic and mental health problems were risk factors for suicidal ideation among Kenyan students aged 15 plus.
Ndetei DM,
Mutiso VN,
Weisz JR,
Okoth CA,
Musyimi C,
Muia EN,
Osborn TL,
Sourander A,
Wasserman D,
Mamah D
J Affect Disord
2022 Apr 1;302:74-82.
Epub 2022 Jan 12
doi: 10.1016/j.jad.2022.01.055.
PMID: 35032509

Effects of the COVID-19 pandemic on suicidal ideation in a representative Australian population sample-Longitudinal cohort study.
Batterham PJ,
Calear AL,
Shou Y,
Farrer LM,
Gulliver A,
McCallum SM,
Dawel A
J Affect Disord
2022 Mar 1;300:385-391.
Epub 2022 Jan 4
doi: 10.1016/j.jad.2022.01.022.
PMID: 34995704Free PMC Article

Multi-informant reports of depressive symptoms and suicidal ideation among adolescent inpatients.
Augenstein TM,
Visser KF,
Gallagher K,
De Los Reyes A,
D'Angelo EJ,
Nock MK
Suicide Life Threat Behav
2022 Feb;52(1):99-109.
Epub 2021 Oct 5
doi: 10.1111/sltb.12803.
PMID: 34608660

The Changes and the Predictors of Suicidal Ideation Among HIV-positive Sexual Minority Men: A Five-year Longitudinal Study from China.
Luo R,
Silenzio VMB,
Huang Y,
Chen X,
Luo D
AIDS Behav
2022 Feb;26(2):339-349.
Epub 2021 Jul 31
doi: 10.1007/s10461-021-03387-6.
PMID: 34331609Free PMC Article

Meaning in life as a mediator of the associations among depression, hopelessness and suicidal ideation: A path analysis.
Sun FK,
Wu MK,
Yao Y,
Chiang CY,
Lu CY
J Psychiatr Ment Health Nurs
2022 Feb;29(1):57-66.
Epub 2021 Feb 26
doi: 10.1111/jpm.12739.
PMID: 33559221
See all (8156)
Therapy
Parental education and youth suicidal behaviours: a systematic review and meta-analysis.
Chen PJ,
Mackes N,
Sacchi C,
Lawrence AJ,
Ma X,
Pollard R,
Matter M,
Morgan C,
Harding S,
Schumann G,
Pariante C,
Mehta MA,
Montana G,
Nosarti C,
Dazzan P
Epidemiol Psychiatr Sci
2022 Mar 30;31:e19.
doi: 10.1017/S204579602200004X.
PMID: 35352676

Risk and Protective Factors in Adolescent Suicidal Behaviour: A Network Analysis.
Fonseca-Pedrero E,
Al-Halabí S,
Pérez-Albéniz A,
Debbané M
Int J Environ Res Public Health
2022 Feb 4;19(3)
doi: 10.3390/ijerph19031784.
PMID: 35162805Free PMC Article

Gender-specific risk relationship between heavy alcohol use/alcohol use disorders and suicidal thoughts and behavior among adults in the United States over time.
Lange S,
Jiang H,
Bagge C,
Probst C,
Tran A,
Rehm J
Soc Psychiatry Psychiatr Epidemiol
2022 Apr;57(4):721-726.
Epub 2022 Jan 15
doi: 10.1007/s00127-022-02225-x.
PMID: 35032174Free PMC Article

School bullying associated suicidal risk in children and adolescents from Yunnan, China: The mediation of social support.
Xiao Y,
Ran H,
Fang D,
Che Y,
Donald AR,
Wang S,
Peng J,
Chen L,
Lu J
J Affect Disord
2022 Mar 1;300:392-399.
Epub 2022 Jan 5
doi: 10.1016/j.jad.2022.01.032.
PMID: 34998803

Behavioural activation and trial-based cognitive therapy may be beneficial to reduce suicidal ideation in major depressive disorder: A post hoc study from a clinical trial.
Hemanny C,
Sena EP,
de Oliveira IR
J Clin Pharm Ther
2022 Jan;47(1):46-54.
Epub 2021 Oct 7
doi: 10.1111/jcpt.13535.
PMID: 34617303
See all (5780)
Prognosis
Socio-demographic, economic and mental health problems were risk factors for suicidal ideation among Kenyan students aged 15 plus.
Ndetei DM,
Mutiso VN,
Weisz JR,
Okoth CA,
Musyimi C,
Muia EN,
Osborn TL,
Sourander A,
Wasserman D,
Mamah D
J Affect Disord
2022 Apr 1;302:74-82.
Epub 2022 Jan 12
doi: 10.1016/j.jad.2022.01.055.
PMID: 35032509

Suicidal ideation: Prevalence and risk factors during pregnancy.
Legazpi PCC,
Rodríguez-Muñoz MF,
Le HN,
Balbuena CS,
Olivares ME,
Méndez NI
Midwifery
2022 Mar;106:103226.
Epub 2021 Dec 26
doi: 10.1016/j.midw.2021.103226.
PMID: 34990995

Examining the protective function of perceptions of post-traumatic growth against entrapment and suicidal ideation.
Yasdiman MB,
Townsend E,
Blackie LER
J Affect Disord
2022 Mar 1;300:474-480.
Epub 2022 Jan 1
doi: 10.1016/j.jad.2021.12.118.
PMID: 34979187

Distress tolerance as a moderator of the dynamic associations between interpersonal needs and suicidal thoughts.
Kyron MJ,
Hooke GR,
Bryan CJ,
Page AC
Suicide Life Threat Behav
2022 Feb;52(1):159-170.
Epub 2021 Nov 5
doi: 10.1111/sltb.12814.
PMID: 34741322

Multi-informant reports of depressive symptoms and suicidal ideation among adolescent inpatients.
Augenstein TM,
Visser KF,
Gallagher K,
De Los Reyes A,
D'Angelo EJ,
Nock MK
Suicide Life Threat Behav
2022 Feb;52(1):99-109.
Epub 2021 Oct 5
doi: 10.1111/sltb.12803.
PMID: 34608660
See all (7184)
Clinical prediction guides
Socio-demographic, economic and mental health problems were risk factors for suicidal ideation among Kenyan students aged 15 plus.
Ndetei DM,
Mutiso VN,
Weisz JR,
Okoth CA,
Musyimi C,
Muia EN,
Osborn TL,
Sourander A,
Wasserman D,
Mamah D
J Affect Disord
2022 Apr 1;302:74-82.
Epub 2022 Jan 12
doi: 10.1016/j.jad.2022.01.055.
PMID: 35032509

Suicidal ideation: Prevalence and risk factors during pregnancy.
Legazpi PCC,
Rodríguez-Muñoz MF,
Le HN,
Balbuena CS,
Olivares ME,
Méndez NI
Midwifery
2022 Mar;106:103226.
Epub 2021 Dec 26
doi: 10.1016/j.midw.2021.103226.
PMID: 34990995

Examining the protective function of perceptions of post-traumatic growth against entrapment and suicidal ideation.
Yasdiman MB,
Townsend E,
Blackie LER
J Affect Disord
2022 Mar 1;300:474-480.
Epub 2022 Jan 1
doi: 10.1016/j.jad.2021.12.118.
PMID: 34979187

Distress tolerance as a moderator of the dynamic associations between interpersonal needs and suicidal thoughts.
Kyron MJ,
Hooke GR,
Bryan CJ,
Page AC
Suicide Life Threat Behav
2022 Feb;52(1):159-170.
Epub 2021 Nov 5
doi: 10.1111/sltb.12814.
PMID: 34741322

Multi-informant reports of depressive symptoms and suicidal ideation among adolescent inpatients.
Augenstein TM,
Visser KF,
Gallagher K,
De Los Reyes A,
D'Angelo EJ,
Nock MK
Suicide Life Threat Behav
2022 Feb;52(1):99-109.
Epub 2021 Oct 5
doi: 10.1111/sltb.12803.
PMID: 34608660
See all (8782)
",Prevalence of suicidal ideation and suicide attempts among refugees: a meta-analysis.,/pubmed/35365108,https://www.ncbi.nlm.nih.gov/medgen/?term=C0438696
hoard,C0424337,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0424337
irritable mood,C0022107,Excited response to stimuli. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0022107
feeling hopeless,C0150041,,,,https://www.ncbi.nlm.nih.gov/medgen/?term=C0150041
feeling suicidal,C0424000,Frequent thinking about or preoccupation with killing oneself. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0424000
neologism,C0233647,"Etiology
Language and its right-hemispheric distribution in healthy brains: an investigation by repetitive transcranial magnetic stimulation.
Sollmann N,
Tanigawa N,
Ringel F,
Zimmer C,
Meyer B,
Krieg SM
Neuroimage
2014 Nov 15;102 Pt 2:776-88.
Epub 2014 Sep 9
doi: 10.1016/j.neuroimage.2014.09.002.
PMID: 25219508

Comparative analysis of performance in reading and writing of children exposed and not exposed to high sound pressure levels.
Santos JF,
Souza AP,
Seligman L
Codas
2013;25(3):274-81.
doi: 10.1590/s2317-17822013000300014.
PMID: 24408340

Phonological therapy in jargon aphasia: effects on naming and neologisms.
Bose A
Int J Lang Commun Disord
2013 Sep-Oct;48(5):582-95.
Epub 2013 Jul 11
doi: 10.1111/1460-6984.12038.
PMID: 24033655

Neurophysiological responses to schizophrenia-associated communication abnormalities.
Best MW,
Bowie CR
Schizophr Res
2013 Aug;148(1-3):157-62.
Epub 2013 Jun 22
doi: 10.1016/j.schres.2013.06.009.
PMID: 23800615

Integrating mechanistic and polymorphism data to characterize human genetic susceptibility for environmental chemical risk assessment in the 21st century.
Mortensen HM,
Euling SY
Toxicol Appl Pharmacol
2013 Sep 15;271(3):395-404.
Epub 2011 Feb 1
doi: 10.1016/j.taap.2011.01.015.
PMID: 21291902
See all (18)
Diagnosis
Logopenic progressive aphasia with neologisms: a case report.
Watanabe H,
Ikeda M,
Mori E
BMC Neurol
2019 Nov 25;19(1):299.
doi: 10.1186/s12883-019-1524-y.
PMID: 31766995Free PMC Article

A new concept for an old pain: ""Carpalgia""; pain in the wrist.
Maizo Alemán L
Rev Esp Cir Ortop Traumatol
2017 Mar - Apr;61(2):67-69.
Epub 2017 Feb 15
doi: 10.1016/j.recot.2016.12.002.
PMID: 28215603

Phonological therapy in jargon aphasia: effects on naming and neologisms.
Bose A
Int J Lang Commun Disord
2013 Sep-Oct;48(5):582-95.
Epub 2013 Jul 11
doi: 10.1111/1460-6984.12038.
PMID: 24033655

Perspectives on cartilaginous tumors: nomenclature, nosology, and neologism.
Hough AJ Jr,
Page DL
Hum Pathol
1989 Oct;20(10):927-9.
doi: 10.1016/0046-8177(89)90265-7.
PMID: 2793159

Schizophrenic neologism versus aphasic neologism: characteristics in writings of Japanese schizophrenic patients.
Moriyama N,
Nakao H
Jpn J Psychiatry Neurol
1989 Jun;43(2):137-42.
doi: 10.1111/j.1440-1819.1989.tb02561.x.
PMID: 2477575
See all (19)
Therapy
Neurophysiological evidence for a processing bias towards schizophrenia-associated communication abnormalities.
Best MW,
Bowie CR
Schizophr Res
2015 Dec;169(1-3):334-339.
Epub 2015 Oct 21
doi: 10.1016/j.schres.2015.10.003.
PMID: 26476618

Phonological therapy in jargon aphasia: effects on naming and neologisms.
Bose A
Int J Lang Commun Disord
2013 Sep-Oct;48(5):582-95.
Epub 2013 Jul 11
doi: 10.1111/1460-6984.12038.
PMID: 24033655

Neurophysiological responses to schizophrenia-associated communication abnormalities.
Best MW,
Bowie CR
Schizophr Res
2013 Aug;148(1-3):157-62.
Epub 2013 Jun 22
doi: 10.1016/j.schres.2013.06.009.
PMID: 23800615

Sarcomatous evolution of oligodendroglioma (""oligosarcoma""): confirmatory report of an uncommon pattern of malignant progression in oligodendroglial tumors.
Vajtai I,
Vassella E,
Hewer E,
Kappeler A,
Reinert MM
Pathol Res Pract
2012 Dec 15;208(12):750-5.
Epub 2012 Oct 24
doi: 10.1016/j.prp.2012.09.009.
PMID: 23102810

The narghile (hookah, shisha, goza) epidemic and the need for clearing up confusion and solving problems related with model building of social situations.
Chaouachi KT
ScientificWorldJournal
2007 Oct 22;7:1691-6.
doi: 10.1100/tsw.2007.255.
PMID: 17982564Free PMC Article
See all (7)
Prognosis
Devising a new dialogue for nutrition science: how life course perspective, U-shaped thinking, whole organism thinking, and language precision contribute to our understanding of biological heterogeneity and forge a fresh advance toward precision medicine.
Waters DJ
J Anim Sci
2020 Mar 1;98(3)
doi: 10.1093/jas/skaa051.
PMID: 32060544Free PMC Article

A new concept for an old pain: ""Carpalgia""; pain in the wrist.
Maizo Alemán L
Rev Esp Cir Ortop Traumatol
2017 Mar - Apr;61(2):67-69.
Epub 2017 Feb 15
doi: 10.1016/j.recot.2016.12.002.
PMID: 28215603

Uniparental disomy (UPD). Genomic imprinting and a case for new genetics (prenatal and clinical implications: the ""Likon"" concept).
Engel E
Ann Genet
1997;40(1):24-34.
PMID: 9150847

Studies of the course of schizophasia.
Kirov K
Psychopathology
1990;23(4-6):339-41.
doi: 10.1159/000284678.
PMID: 2084786

Schizophrenic thought disorders: comparison between units of symptoms and axial syndrome.
Arnold OH
Psychopathology
1985;18(4):230-6.
doi: 10.1159/000284410.
PMID: 4089123
See all (6)
Clinical prediction guides
Logopenic progressive aphasia with neologisms: a case report.
Watanabe H,
Ikeda M,
Mori E
BMC Neurol
2019 Nov 25;19(1):299.
doi: 10.1186/s12883-019-1524-y.
PMID: 31766995Free PMC Article

Looking for the Word ""Angiogenesis"" in the History of Health Sciences: From Ancient Times to the First Decades of the Twentieth Century.
Natale G,
Bocci G,
Lenzi P
World J Surg
2017 Jun;41(6):1625-1634.
doi: 10.1007/s00268-016-3680-1.
PMID: 27491322

Corticision: A Flapless Procedure to Accelerate Tooth Movement.
Park YG
Front Oral Biol
2016;18:109-17.
Epub 2015 Nov 24
doi: 10.1159/000351904.
PMID: 26599124

Neurophysiological evidence for a processing bias towards schizophrenia-associated communication abnormalities.
Best MW,
Bowie CR
Schizophr Res
2015 Dec;169(1-3):334-339.
Epub 2015 Oct 21
doi: 10.1016/j.schres.2015.10.003.
PMID: 26476618

Phonological therapy in jargon aphasia: effects on naming and neologisms.
Bose A
Int J Lang Commun Disord
2013 Sep-Oct;48(5):582-95.
Epub 2013 Jul 11
doi: 10.1111/1460-6984.12038.
PMID: 24033655
See all (15)
",Language and its right-hemispheric distribution in healthy brains: an investigation by repetitive transcranial magnetic stimulation.,/pubmed/25219508,https://www.ncbi.nlm.nih.gov/medgen/?term=C0233647
seizure,C0036572,A seizure is an intermittent abnormality of nervous system physiology characterised by a transient occurrence of signs and/or symptoms due to abnormal excessive or synchronous neuronal activity in the brain. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0036572
homelessness,C0237154,Without a stable or permanent residence. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0237154
sleeplessness,C0917801,Persistent difficulty initiating or maintaining sleep. [from HPO],HPO,http://www.human-phenotype-ontology.org,https://www.ncbi.nlm.nih.gov/medgen/?term=C0917801
unconscious state,C0041657,An inability to purposefully respond to stimuli. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0041657
panic,C0030318,A sudden and overwhelming sense of fear characterized by the inability to function as normal. [from NCI],NCI,http://ncit.nci.nih.gov,https://www.ncbi.nlm.nih.gov/medgen/?term=C0030318
