did,disease,syd,symptom,prediction
39,chronic kidney failure,50.0,pleuritic pain,0.014902901
45,bipolar disorder,134.0,has religious belief,0.014893669
96,hyperglycemia,140.0,cushingoid habitus,0.014885573
84,deglutition disorder,187.0,paresthesia,0.014865691
109,ketoacidosis diabetic,14.0,polyuria,0.014834983
80,failure heart,293.0,pansystolic murmur,0.0148260705
52,mitral valve insufficiency,144.0,thicken,0.014821728
109,ketoacidosis diabetic,83.0,diarrhea,0.014812637
72,diverticulitis,84.0,abscess bacterial,0.014763098
97,encephalopathy,334.0,uncoordination,0.014757423
118,personality disorder,25.0,feeling hopeless,0.01474596
140,pancytopenia,99.0,haemorrhage,0.014732631
21,hypothyroidism,70.0,numbness,0.014727618
123,aphasia,168.0,clonus,0.014718216
92,Pneumocystis carinii pneumonia,49.0,productive cough,0.014716759
91,suicide attempt,29.0,irritable mood,0.014691504
66,edema pulmonary,57.0,wheezing,0.014637429
106,neoplasm metastasis,148.0,pain abdominal,0.01459411
84,deglutition disorder,138.0,lesion,0.014554857
38,cardiomyopathy,131.0,weight gain,0.014552605
49,exanthema,86.0,apyrexial,0.014471058
107,malignant tumor of colon,130.0,prostatism,0.014429762
63,hernia,68.0,hemiplegia,0.014400503
141,cholelithiasis,78.0,pain,0.014400443
97,encephalopathy,122.0,sleepy,0.014385931
118,personality disorder,24.0,hallucinations auditory,0.014375921
118,personality disorder,26.0,weepiness,0.014371563
105,glaucoma,34.0,agitation,0.014330582
56,osteoporosis,239.0,out of breath,0.014329613
46,obesity,101.0,fatigue,0.014314691
76,gastritis,3.0,dizziness,0.014313754
77,bacteremia,83.0,diarrhea,0.01428977
88,pneumonia aspiration,18.0,unresponsiveness,0.014283238
107,malignant tumor of colon,138.0,lesion,0.014273461
59,paranoia,37.0,verbal auditory hallucinations,0.014271516
25,acquired immuno-deficiency syndrome,153.0,hypotonic,0.014271193
96,hyperglycemia,57.0,wheezing,0.014226076
54,bronchitis,81.0,hepatosplenomegaly,0.014215721
73,overload fluid,85.0,swelling,0.014189541
74,ulcer peptic,181.0,gurgle,0.014185274
26,HIV,153.0,hypotonic,0.014181681
22,anxiety state,110.0,patient non compliance,0.014176908
125,pyelonephritis,116.0,urgency of micturition,0.014163386
89,colitis,316.0,awakening early,0.014134346
35,neoplasm,123.0,headache,0.0141273
100,candidiasis,83.0,diarrhea,0.014109643
104,fibroid tumor,349.0,intermenstrual heavy bleeding,0.014109394
129,chronic alcoholic intoxication,27.0,sleeplessness,0.014107995
63,hernia,99.0,haemorrhage,0.014105286
142,biliary calculus,78.0,pain,0.014058254
113,melanoma,83.0,diarrhea,0.014022507
114,gastroenteritis,133.0,mass of body structure,0.01401322
52,mitral valve insufficiency,167.0,cardiomegaly,0.014012203
62,paroxysmal dyspnea,44.0,dyspnea on exertion,0.0139966775
102,neuropathy,315.0,nausea and vomiting,0.013970884
66,edema pulmonary,118.0,hypotension,0.013926959
62,paroxysmal dyspnea,64.0,dyspnea,0.013918556
100,candidiasis,62.0,night sweat,0.013909031
105,glaucoma,187.0,paresthesia,0.013859658
110,tonic-clonic epilepsy,98.0,tumor cell invasion,0.01385474
66,edema pulmonary,64.0,dyspnea,0.0138520785
52,mitral valve insufficiency,20.0,vomiting,0.013848473
112,respiratory failure,49.0,productive cough,0.013848157
65,carcinoma prostate,262.0,dysesthesia,0.013809152
115,malignant neoplasm of lung,48.0,decreased translucency,0.013805197
65,carcinoma prostate,83.0,diarrhea,0.013771843
92,Pneumocystis carinii pneumonia,53.0,chill,0.013767006
111,tonic-clonic seizures,121.0,muscle twitch,0.013748157
89,colitis,20.0,vomiting,0.013735834
128,pericardial effusion body substance,118.0,hypotension,0.013715892
147,affect labile,119.0,enuresis,0.013714545
35,neoplasm,174.0,hemianopsia homonymous,0.013712326
27,hiv infections,153.0,hypotonic,0.013711999
112,respiratory failure,115.0,hyperkalemia,0.013693698
133,hyperbilirubinemia,164.0,breech presentation,0.013689039
54,bronchitis,21.0,labored breathing,0.013685455
105,glaucoma,138.0,lesion,0.013661107
101,oral candidiasis,83.0,diarrhea,0.0136287175
78,failure kidney,99.0,haemorrhage,0.013596164
122,spasm bronchial,47.0,fever,0.013590453
72,diverticulitis,149.0,dullness,0.01357435
95,lymphoma,142.0,decreased body weight,0.013572004
91,suicide attempt,30.0,blackout,0.01356858
123,aphasia,247.0,egophony,0.013561968
102,neuropathy,331.0,hydropneumothorax,0.013553513
128,pericardial effusion body substance,78.0,pain,0.013529833
133,hyperbilirubinemia,77.0,bradycardia,0.013495445
118,personality disorder,27.0,sleeplessness,0.013481011
89,colitis,148.0,pain abdominal,0.013475014
54,bronchitis,58.0,haemoptysis,0.013441472
54,bronchitis,226.0,stridor,0.013417695
98,tricuspid valve insufficiency,20.0,vomiting,0.013397759
132,neutropenia,59.0,distress respiratory,0.0133361835
93,hepatitis B,113.0,abdominal tenderness,0.013335809
106,neoplasm metastasis,144.0,thicken,0.013322125
113,melanoma,20.0,vomiting,0.01330653
101,oral candidiasis,62.0,night sweat,0.013298955
108,carcinoma colon,138.0,lesion,0.013261723
108,carcinoma colon,130.0,prostatism,0.013178955
143,tachycardia sinus,13.0,pressure chest,0.013177467
91,suicide attempt,46.0,cough,0.0131181255
49,exanthema,123.0,headache,0.013115986
40,carcinoma,158.0,sore to touch,0.013106229
45,bipolar disorder,35.0,tremor,0.013056006
127,effusion pericardial,118.0,hypotension,0.013042517
73,overload fluid,131.0,weight gain,0.013016671
63,hernia,78.0,pain,0.013009861
145,adhesion,78.0,pain,0.013002809
140,pancytopenia,251.0,stool color yellow,0.012995295
57,transient ischemic attack,176.0,neck stiffness,0.012945576
57,transient ischemic attack,65.0,dysarthria,0.012935403
78,failure kidney,101.0,fatigue,0.012915209
48,cirrhosis,158.0,sore to touch,0.012906587
96,hyperglycemia,31.0,mood depressed,0.012906495
132,neutropenia,46.0,cough,0.012880737
72,diverticulitis,276.0,red blotches,0.012820219
128,pericardial effusion body substance,64.0,dyspnea,0.012817259
22,anxiety state,136.0,formication,0.01280994
73,overload fluid,118.0,hypotension,0.012789375
105,glaucoma,159.0,burning sensation,0.012780815
132,neutropenia,53.0,chill,0.01278025
84,deglutition disorder,226.0,stridor,0.012777921
43,psychotic disorder,38.0,energy increased,0.012775916
112,respiratory failure,68.0,hemiplegia,0.012765526
130,pneumothorax,109.0,hypercapnia,0.012759121
49,exanthema,216.0,photophobia,0.012749837
89,colitis,315.0,nausea and vomiting,0.012740356
128,pericardial effusion body substance,107.0,sputum purulent,0.012730794
89,colitis,144.0,thicken,0.012723237
66,edema pulmonary,60.0,tachypnea,0.012706885
109,ketoacidosis diabetic,148.0,pain abdominal,0.012701463
61,incontinence,254.0,moody,0.012700255
139,migraine disorders,363.0,ambidexterity,0.012680275
121,hemorrhoids,3.0,dizziness,0.012677741
114,gastroenteritis,365.0,breath-holding spell,0.01266841
55,hemiparesis,229.0,focal seizures,0.012660836
79,sickle cell anemia,86.0,apyrexial,0.012652486
89,colitis,55.0,green sputum,0.012640364
96,hyperglycemia,142.0,decreased body weight,0.012620529
94,parkinson disease,88.0,hematuria,0.012617746
52,mitral valve insufficiency,101.0,fatigue,0.012577293
126,endocarditis,2.0,shortness of breath,0.01255251
52,mitral valve insufficiency,76.0,chest discomfort,0.012519936
96,hyperglycemia,82.0,pruritus,0.012501263
55,hemiparesis,69.0,seizure,0.012500692
94,parkinson disease,128.0,drowsiness,0.012485751
127,effusion pericardial,64.0,dyspnea,0.012485605
81,upper respiratory infection,57.0,wheezing,0.012466642
31,systemic infection,86.0,apyrexial,0.012463245
61,incontinence,240.0,urge incontinence,0.012456113
84,deglutition disorder,142.0,decreased body weight,0.012421202
138,hernia hiatal,11.0,nausea,0.01241504
112,respiratory failure,43.0,hypokinesia,0.012412799
131,delirium,47.0,fever,0.012404854
77,bacteremia,50.0,pleuritic pain,0.012391385
72,diverticulitis,83.0,diarrhea,0.012344184
127,effusion pericardial,107.0,sputum purulent,0.012343705
111,tonic-clonic seizures,18.0,unresponsiveness,0.012335508
77,bacteremia,285.0,indifferent mood,0.012333272
65,carcinoma prostate,104.0,orthostasis,0.012271479
58,adenocarcinoma,177.0,cicatrisation,0.012270134
80,failure heart,64.0,dyspnea,0.012265163
95,lymphoma,15.0,polydypsia,0.01226433
129,chronic alcoholic intoxication,29.0,irritable mood,0.012252896
45,bipolar disorder,36.0,intoxication,0.012201308
92,Pneumocystis carinii pneumonia,150.0,spontaneous rupture of membranes,0.012183479
39,chronic kidney failure,86.0,apyrexial,0.012162077
126,endocarditis,16.0,orthopnea,0.012160048
106,neoplasm metastasis,173.0,metastatic lesion,0.012154449
107,malignant tumor of colon,83.0,diarrhea,0.012140583
65,carcinoma prostate,92.0,hemodynamically stable,0.012130835
100,candidiasis,142.0,decreased body weight,0.012110494
98,tricuspid valve insufficiency,148.0,pain abdominal,0.0121071655
111,tonic-clonic seizures,35.0,tremor,0.012080647
63,hernia,125.0,food intolerance,0.012055997
133,hyperbilirubinemia,165.0,cyanosis,0.012044206
87,hypoglycemia,59.0,distress respiratory,0.012038454
137,cholecystitis,11.0,nausea,0.012038115
64,malignant neoplasm of prostate,262.0,dysesthesia,0.012015782
132,neutropenia,96.0,monoclonal,0.012005173
109,ketoacidosis diabetic,20.0,vomiting,0.011986215
117,manic disorder,32.0,hallucinations visual,0.011983351
96,hyperglycemia,117.0,ascites,0.011981239
127,effusion pericardial,78.0,pain,0.01196016
90,diverticulosis,302.0,projectile vomiting,0.01194508
88,pneumonia aspiration,19.0,mental status changes,0.0119415205
139,migraine disorders,20.0,vomiting,0.0119340625
97,encephalopathy,99.0,haemorrhage,0.011933552
124,obesity morbid,12.0,angina pectoris,0.011930102
84,deglutition disorder,65.0,dysarthria,0.011926909
65,carcinoma prostate,264.0,passed stones,0.011926087
57,transient ischemic attack,39.0,difficulty,0.011896479
125,pyelonephritis,83.0,diarrhea,0.011838944
108,carcinoma colon,83.0,diarrhea,0.011835458
45,bipolar disorder,37.0,verbal auditory hallucinations,0.011832692
110,tonic-clonic epilepsy,121.0,muscle twitch,0.011762937
78,failure kidney,290.0,extreme exhaustion,0.011759319
94,parkinson disease,18.0,unresponsiveness,0.011757255
64,malignant neoplasm of prostate,83.0,diarrhea,0.011753483
115,malignant neoplasm of lung,17.0,rale,0.011722941
114,gastroenteritis,91.0,hyponatremia,0.01171956
101,oral candidiasis,142.0,decreased body weight,0.011713589
116,carcinoma of lung,17.0,rale,0.011704722
141,cholelithiasis,117.0,ascites,0.011702772
72,diverticulitis,195.0,sinus rhythm,0.011699025
29,gastroesophageal reflux disease,147.0,heartburn,0.011697184
118,personality disorder,29.0,irritable mood,0.011688674
77,bacteremia,130.0,prostatism,0.011667571
63,hernia,133.0,mass of body structure,0.0116405925
54,bronchitis,224.0,snuffle,0.0116369855
15,anemia,106.0,transaminitis,0.011612276
66,edema pulmonary,195.0,sinus rhythm,0.011567762
114,gastroenteritis,142.0,decreased body weight,0.011567545
114,gastroenteritis,142.0,decreased body weight,0.011567545
96,hyperglycemia,69.0,seizure,0.011553947
99,Alzheimer's disease,46.0,cough,0.011528486
124,obesity morbid,89.0,renal angle tenderness,0.011500294
68,stenosis aortic valve,211.0,systolic murmur,0.011498752
128,pericardial effusion body substance,67.0,facial paresis,0.011485975
128,pericardial effusion body substance,92.0,hemodynamically stable,0.011471299
112,respiratory failure,18.0,unresponsiveness,0.011456395
59,paranoia,38.0,energy increased,0.011429253
107,malignant tumor of colon,77.0,bradycardia,0.011403513
102,neuropathy,332.0,superimposition,0.01139234
143,tachycardia sinus,9.0,sweating increased,0.011386623
23,malignant neoplasms,78.0,pain,0.01138581
34,dehydration,124.0,lightheadedness,0.011382541
30,septicemia,86.0,apyrexial,0.011376787
77,bacteremia,287.0,hypoalbuminemia,0.011357259
88,pneumonia aspiration,69.0,seizure,0.011334115
143,tachycardia sinus,8.0,sweat,0.011289086
121,hemorrhoids,57.0,wheezing,0.011288384
76,gastritis,95.0,guaiac positive,0.0112743415
94,parkinson disease,34.0,agitation,0.011264259
116,carcinoma of lung,29.0,irritable mood,0.011254119
97,encephalopathy,260.0,posturing,0.011248529
131,delirium,128.0,drowsiness,0.011245681
108,carcinoma colon,77.0,bradycardia,0.011241458
61,incontinence,186.0,unhappy,0.011181575
77,bacteremia,288.0,pustule,0.011180525
132,neutropenia,62.0,night sweat,0.011167635
100,candidiasis,56.0,non-productive cough,0.011166783
22,anxiety state,40.0,nightmare,0.0111526605
65,carcinoma prostate,263.0,polymyalgia,0.011144906
142,biliary calculus,117.0,ascites,0.011125017
81,upper respiratory infection,56.0,non-productive cough,0.011124672
23,malignant neoplasms,48.0,decreased translucency,0.011100462
136,thrombus,82.0,pruritus,0.011078878
145,adhesion,2.0,shortness of breath,0.011076372
127,effusion pericardial,67.0,facial paresis,0.011060689
130,pneumothorax,130.0,prostatism,0.011051312
72,diverticulitis,96.0,monoclonal,0.011041944
72,diverticulitis,20.0,vomiting,0.011028525
32,sepsis (invertebrate),86.0,apyrexial,0.011024918
67,lymphatic diseases,101.0,fatigue,0.011019433
67,lymphatic diseases,247.0,egophony,0.010991021
74,ulcer peptic,279.0,hunger,0.010979081
63,hernia,86.0,apyrexial,0.010970605
79,sickle cell anemia,123.0,headache,0.01096193
101,oral candidiasis,56.0,non-productive cough,0.010950217
143,tachycardia sinus,2.0,shortness of breath,0.010949328
84,deglutition disorder,143.0,hoarseness,0.01094889
88,pneumonia aspiration,83.0,diarrhea,0.010930348
107,malignant tumor of colon,163.0,constipation,0.010881217
55,hemiparesis,65.0,dysarthria,0.010871455
112,respiratory failure,64.0,dyspnea,0.010860512
134,influenza,87.0,dysuria,0.010859017
130,pneumothorax,34.0,agitation,0.010851056
108,carcinoma colon,15.0,polydypsia,0.010840889
109,ketoacidosis diabetic,69.0,seizure,0.010816643
64,malignant neoplasm of prostate,104.0,orthostasis,0.0108017735
95,lymphoma,101.0,fatigue,0.010797974
134,influenza,47.0,fever,0.010778541
90,diverticulosis,99.0,haemorrhage,0.010757135
95,lymphoma,331.0,hydropneumothorax,0.010744581
63,hernia,260.0,posturing,0.01074415
100,candidiasis,110.0,patient non compliance,0.0107437745
55,hemiparesis,228.0,aphagia,0.010720033
110,tonic-clonic epilepsy,35.0,tremor,0.010693953
121,hemorrhoids,91.0,hyponatremia,0.010685618
39,chronic kidney failure,95.0,guaiac positive,0.010685399
49,exanthema,157.0,scratch marks,0.010676833
147,affect labile,32.0,hallucinations visual,0.010650147
77,bacteremia,20.0,vomiting,0.010646379
104,fibroid tumor,99.0,haemorrhage,0.010646311
55,hemiparesis,122.0,sleepy,0.010640225
107,malignant tumor of colon,15.0,polydypsia,0.010616719
100,candidiasis,223.0,throat sore,0.010613182
112,respiratory failure,154.0,redness,0.010593036
99,Alzheimer's disease,47.0,fever,0.010589344
75,osteomyelitis,158.0,sore to touch,0.010576924
92,Pneumocystis carinii pneumonia,83.0,diarrhea,0.010541083
127,effusion pericardial,92.0,hemodynamically stable,0.010527274
65,carcinoma prostate,142.0,decreased body weight,0.01050859
97,encephalopathy,144.0,thicken,0.010500952
56,osteoporosis,240.0,urge incontinence,0.010499849
119,primary carcinoma of the liver cells,98.0,tumor cell invasion,0.010499336
65,carcinoma prostate,54.0,rhonchus,0.010494466
110,tonic-clonic epilepsy,18.0,unresponsiveness,0.010486073
23,malignant neoplasms,88.0,hematuria,0.010482224
62,paroxysmal dyspnea,131.0,weight gain,0.010466525
101,oral candidiasis,110.0,patient non compliance,0.010436186
88,pneumonia aspiration,78.0,pain,0.010421724
80,failure heart,43.0,hypokinesia,0.010403839
64,malignant neoplasm of prostate,264.0,passed stones,0.010377266
64,malignant neoplasm of prostate,92.0,hemodynamically stable,0.010372364
131,delirium,23.0,suicidal,0.010358865
43,psychotic disorder,110.0,patient non compliance,0.010344568
135,dependence,90.0,lethargy,0.010341941
136,thrombus,92.0,hemodynamically stable,0.01033173
112,respiratory failure,138.0,lesion,0.010316419
101,oral candidiasis,223.0,throat sore,0.010293376
131,delirium,22.0,feeling suicidal,0.010291706
96,hyperglycemia,288.0,pustule,0.010283359
133,hyperbilirubinemia,140.0,cushingoid habitus,0.01026141
65,carcinoma prostate,50.0,pleuritic pain,0.010238852
144,ileus,11.0,nausea,0.010237656
111,tonic-clonic seizures,236.0,hirsutism,0.010224225
66,edema pulmonary,110.0,patient non compliance,0.010196906
108,carcinoma colon,163.0,constipation,0.010137594
56,osteoporosis,86.0,apyrexial,0.0101073645
88,pneumonia aspiration,148.0,pain abdominal,0.010093126
95,lymphoma,330.0,tinnitus,0.010061735
73,overload fluid,278.0,hypokalemia,0.0100592
72,diverticulitis,148.0,pain abdominal,0.010036627
63,hernia,144.0,thicken,0.0100354515
56,osteoporosis,124.0,lightheadedness,0.010030095
135,dependence,34.0,agitation,0.010012555
57,transient ischemic attack,205.0,extrapyramidal sign,0.009997832
47,ischemia,170.0,anorexia,0.009995663
125,pyelonephritis,20.0,vomiting,0.009973497
64,malignant neoplasm of prostate,263.0,polymyalgia,0.009940498
124,obesity morbid,57.0,wheezing,0.009932695
139,migraine disorders,3.0,dizziness,0.009930921
109,ketoacidosis diabetic,358.0,milky,0.009925265
128,pericardial effusion body substance,184.0,oliguria,0.009904872
115,malignant neoplasm of lung,191.0,ache,0.009900298
46,obesity,185.0,catatonia,0.009885296
111,tonic-clonic seizures,180.0,myoclonus,0.009856998
91,suicide attempt,33.0,worry,0.009850434
45,bipolar disorder,39.0,difficulty,0.009844091
135,dependence,69.0,seizure,0.009830418
80,failure heart,44.0,dyspnea on exertion,0.009819485
92,Pneumocystis carinii pneumonia,44.0,dyspnea on exertion,0.009813776
95,lymphoma,93.0,difficulty passing urine,0.0098131485
70,carcinoma breast,136.0,formication,0.00980946
69,malignant neoplasm of breast,136.0,formication,0.009780514
94,parkinson disease,33.0,worry,0.009769288
55,hemiparesis,168.0,clonus,0.009766179
68,stenosis aortic valve,44.0,dyspnea on exertion,0.00975743
122,spasm bronchial,68.0,hemiplegia,0.009747843
141,cholelithiasis,140.0,cushingoid habitus,0.009737387
114,gastroenteritis,148.0,pain abdominal,0.009679711
65,carcinoma prostate,52.0,breath sounds decreased,0.0096780155
71,schizophrenia,275.0,underweight,0.009655914
71,schizophrenia,275.0,underweight,0.009655914
116,carcinoma of lung,34.0,agitation,0.009654476
90,diverticulosis,163.0,constipation,0.009643411
43,psychotic disorder,185.0,catatonia,0.00963575
142,biliary calculus,10.0,palpitation,0.009626433
125,pyelonephritis,148.0,pain abdominal,0.009620811
141,cholelithiasis,10.0,palpitation,0.009619253
118,personality disorder,31.0,mood depressed,0.009582026
141,cholelithiasis,83.0,diarrhea,0.009555734
81,upper respiratory infection,49.0,productive cough,0.009525654
94,parkinson disease,104.0,orthostasis,0.009505284
116,carcinoma of lung,191.0,ache,0.0095003685
142,biliary calculus,140.0,cushingoid habitus,0.009493432
45,bipolar disorder,38.0,energy increased,0.0094743185
126,endocarditis,46.0,cough,0.00946023
121,hemorrhoids,83.0,diarrhea,0.009425584
95,lymphoma,58.0,haemoptysis,0.009408923
131,delirium,18.0,unresponsiveness,0.009408376
112,respiratory failure,195.0,sinus rhythm,0.009407176
128,pericardial effusion body substance,167.0,cardiomegaly,0.009399341
132,neutropenia,138.0,lesion,0.009380312
40,carcinoma,189.0,lung nodule,0.009374465
141,cholelithiasis,20.0,vomiting,0.009365013
122,spasm bronchial,78.0,pain,0.009333763
89,colitis,240.0,urge incontinence,0.009330728
127,effusion pericardial,184.0,oliguria,0.009293884
140,pancytopenia,139.0,cushingoid facies,0.009293214
64,malignant neoplasm of prostate,54.0,rhonchus,0.009293195
64,malignant neoplasm of prostate,142.0,decreased body weight,0.009285638
92,Pneumocystis carinii pneumonia,176.0,neck stiffness,0.009242164
58,adenocarcinoma,232.0,fremitus,0.00923893
97,encephalopathy,43.0,hypokinesia,0.009206792
141,cholelithiasis,148.0,pain abdominal,0.009202907
131,delirium,114.0,unsteady gait,0.009181378
65,carcinoma prostate,133.0,mass of body structure,0.009179835
66,edema pulmonary,76.0,chest discomfort,0.009153668
111,tonic-clonic seizures,122.0,sleepy,0.009152108
111,tonic-clonic seizures,360.0,lip smacking,0.009134735
91,suicide attempt,128.0,drowsiness,0.009103564
109,ketoacidosis diabetic,179.0,aura,0.009102387
130,pneumothorax,58.0,haemoptysis,0.0090893805
142,biliary calculus,83.0,diarrhea,0.009083298
97,encephalopathy,335.0,absences finding,0.009077423
98,tricuspid valve insufficiency,77.0,bradycardia,0.009063887
108,carcinoma colon,11.0,nausea,0.009063365
95,lymphoma,332.0,superimposition,0.009058833
92,Pneumocystis carinii pneumonia,56.0,non-productive cough,0.009049596
77,bacteremia,100.0,pallor,0.009034757
107,malignant tumor of colon,11.0,nausea,0.009020236
23,malignant neoplasms,133.0,mass of body structure,0.009016167
23,malignant neoplasms,133.0,mass of body structure,0.009016167
64,malignant neoplasm of prostate,50.0,pleuritic pain,0.009014835
112,respiratory failure,60.0,tachypnea,0.008993075
91,suicide attempt,34.0,agitation,0.00896761
81,upper respiratory infection,64.0,dyspnea,0.008954629
84,deglutition disorder,305.0,dysdiadochokinesia,0.008944545
136,thrombus,67.0,facial paresis,0.008892911
105,glaucoma,133.0,mass of body structure,0.00888238
81,upper respiratory infection,92.0,hemodynamically stable,0.008873175
142,biliary calculus,20.0,vomiting,0.008846084
137,cholecystitis,78.0,pain,0.008830195
88,pneumonia aspiration,168.0,clonus,0.008789036
111,tonic-clonic seizures,142.0,decreased body weight,0.008785671
132,neutropenia,184.0,oliguria,0.008779252
119,primary carcinoma of the liver cells,2.0,shortness of breath,0.008777211
87,hypoglycemia,118.0,hypotension,0.008775071
76,gastritis,158.0,sore to touch,0.008765081
81,upper respiratory infection,62.0,night sweat,0.008686785
142,biliary calculus,148.0,pain abdominal,0.0086629
92,Pneumocystis carinii pneumonia,142.0,decreased body weight,0.008642593
43,psychotic disorder,198.0,terrify,0.008642013
103,kidney disease,188.0,gravida 0,0.008625092
64,malignant neoplasm of prostate,52.0,breath sounds decreased,0.008616948
121,hemorrhoids,126.0,numbness of hand,0.008592434
82,hepatitis,106.0,transaminitis,0.008591171
137,cholecystitis,117.0,ascites,0.008563546
116,carcinoma of lung,138.0,lesion,0.008556491
90,diverticulosis,170.0,anorexia,0.008549115
94,parkinson disease,35.0,tremor,0.008548826
54,bronchitis,225.0,hacking cough,0.008543225
110,tonic-clonic epilepsy,180.0,myoclonus,0.008536195
131,delirium,91.0,hyponatremia,0.008520053
110,tonic-clonic epilepsy,236.0,hirsutism,0.00851165
107,malignant tumor of colon,148.0,pain abdominal,0.008500983
91,suicide attempt,35.0,tremor,0.008484253
72,diverticulitis,144.0,thicken,0.008477493
64,malignant neoplasm of prostate,133.0,mass of body structure,0.008475967
99,Alzheimer's disease,67.0,facial paresis,0.008468647
146,delusion,23.0,suicidal,0.008465301
19,confusion,94.0,consciousness clear,0.008458602
127,effusion pericardial,167.0,cardiomegaly,0.0084527815
97,encephalopathy,336.0,tonic seizures,0.008436397
85,gout,158.0,sore to touch,0.008399266
130,pneumothorax,385.0,cardiovascular finding,0.008385055
107,malignant tumor of colon,20.0,vomiting,0.008382352
135,dependence,121.0,muscle twitch,0.00837743
108,carcinoma colon,148.0,pain abdominal,0.008352039
45,bipolar disorder,201.0,disturbed family,0.008335517
23,malignant neoplasms,125.0,food intolerance,0.00833152
126,endocarditis,43.0,hypokinesia,0.008330617
144,ileus,84.0,abscess bacterial,0.008328072
122,spasm bronchial,45.0,chest tightness,0.00831115
133,hyperbilirubinemia,46.0,cough,0.008307135
65,carcinoma prostate,265.0,qt interval prolonged,0.00828621
61,incontinence,129.0,stiffness,0.0082855895
43,psychotic disorder,40.0,nightmare,0.008285128
43,psychotic disorder,196.0,withdraw,0.008284582
124,obesity morbid,220.0,"hypothermia, natural",0.008280083
121,hemorrhoids,159.0,burning sensation,0.008253991
124,obesity morbid,108.0,hypoxemia,0.008220985
108,carcinoma colon,20.0,vomiting,0.008164558
121,hemorrhoids,46.0,cough,0.008163543
119,primary carcinoma of the liver cells,133.0,mass of body structure,0.008151531
120,emphysema pulmonary,17.0,rale,0.008150237
104,fibroid tumor,152.0,muscle hypotonia,0.00812872
57,transient ischemic attack,124.0,lightheadedness,0.008125444
131,delirium,24.0,hallucinations auditory,0.008116731
121,hemorrhoids,78.0,pain,0.00811169
111,tonic-clonic seizures,254.0,moody,0.008097574
49,exanthema,217.0,painful swallowing,0.008077509
99,Alzheimer's disease,34.0,agitation,0.008047327
78,failure kidney,291.0,no status change,0.008030849
135,dependence,17.0,rale,0.008021581
129,chronic alcoholic intoxication,69.0,seizure,0.00797042
96,hyperglycemia,273.0,estrogen use,0.007968957
72,diverticulitis,170.0,anorexia,0.007953692
99,Alzheimer's disease,115.0,hyperkalemia,0.007918457
46,obesity,208.0,snore,0.007906288
140,pancytopenia,346.0,fatigability,0.0078838
118,personality disorder,33.0,worry,0.007882885
138,hernia hiatal,91.0,hyponatremia,0.007877557
118,personality disorder,119.0,enuresis,0.00786628
110,tonic-clonic epilepsy,360.0,lip smacking,0.00785612
80,failure heart,101.0,fatigue,0.007840351
146,delusion,25.0,feeling hopeless,0.0077851163
120,emphysema pulmonary,134.0,has religious belief,0.0077842604
40,carcinoma,147.0,heartburn,0.007771378
59,paranoia,198.0,terrify,0.007748112
63,hernia,261.0,pulse absent,0.007736345
39,chronic kidney failure,185.0,catatonia,0.007728279
118,personality disorder,34.0,agitation,0.007713483
48,cirrhosis,213.0,splenomegaly,0.007696733
106,neoplasm metastasis,189.0,lung nodule,0.00768508
121,hemorrhoids,245.0,decreased stool caliber,0.007676712
136,thrombus,20.0,vomiting,0.007670527
124,obesity morbid,64.0,dyspnea,0.0076533146
64,malignant neoplasm of prostate,265.0,qt interval prolonged,0.007651643
144,ileus,83.0,diarrhea,0.00763415
57,transient ischemic attack,123.0,headache,0.007609248
102,neuropathy,289.0,slowing of urinary stream,0.007593577
75,osteomyelitis,86.0,apyrexial,0.0075876135
146,delusion,26.0,weepiness,0.0075863167
122,spasm bronchial,49.0,productive cough,0.00758316
138,hernia hiatal,44.0,dyspnea on exertion,0.0075451364
144,ileus,133.0,mass of body structure,0.0075166053
45,bipolar disorder,202.0,hypersomnia,0.0075070546
135,dependence,35.0,tremor,0.007483872
110,tonic-clonic epilepsy,142.0,decreased body weight,0.0074703586
117,manic disorder,37.0,verbal auditory hallucinations,0.007463754
147,affect labile,110.0,patient non compliance,0.007463033
124,obesity morbid,175.0,hematocrit decreased,0.0074608796
145,adhesion,20.0,vomiting,0.0074539147
119,primary carcinoma of the liver cells,46.0,cough,0.0074517587
23,malignant neoplasms,141.0,emphysematous change,0.0074477945
122,spasm bronchial,108.0,hypoxemia,0.0074474206
95,lymphoma,266.0,ataxia,0.0074318517
23,malignant neoplasms,140.0,cushingoid habitus,0.0074305246
115,malignant neoplasm of lung,29.0,irritable mood,0.007422199
111,tonic-clonic seizures,361.0,phonophobia,0.007421972
122,spasm bronchial,64.0,dyspnea,0.0074142474
123,aphasia,235.0,paralyse,0.007413854
65,carcinoma prostate,95.0,guaiac positive,0.007384293
94,parkinson disease,133.0,mass of body structure,0.007375466
110,tonic-clonic epilepsy,122.0,sleepy,0.0073643574
57,transient ischemic attack,70.0,numbness,0.0073477714
124,obesity morbid,239.0,out of breath,0.0073398286
146,delusion,27.0,sleeplessness,0.0073316433
130,pneumothorax,386.0,cardiovascular event,0.0073233373
90,diverticulosis,124.0,lightheadedness,0.007312307
37,epilepsy,182.0,wheelchair bound,0.007310123
58,adenocarcinoma,248.0,scar tissue,0.007301174
84,deglutition disorder,266.0,ataxia,0.0072663636
115,malignant neoplasm of lung,34.0,agitation,0.0072568553
45,bipolar disorder,185.0,catatonia,0.007253092
