did,disease,syd,symptom,prediction
108,carcinoma colon,356.0,shooting pain,0.050636604
72,diverticulitis,144.0,thicken,0.050600614
77,bacteremia,287.0,hypoalbuminemia,0.0505798
131,delirium,33.0,worry,0.050521083
28,cellulitis,53.0,chill,0.050515104
3,depression mental,26.0,weepiness,0.050509926
40,carcinoma,187.0,paresthesia,0.050484616
27,hiv infections,60.0,tachypnea,0.050481427
122,spasm bronchial,47.0,fever,0.05047588
49,exanthema,53.0,chill,0.050437283
92,Pneumocystis carinii pneumonia,322.0,myalgia,0.05043725
25,acquired immuno-deficiency syndrome,60.0,tachypnea,0.05043537
17,dementia,78.0,pain,0.050429437
116,carcinoma of lung,17.0,rale,0.05028028
94,parkinson disease,6.0,syncope,0.05024923
84,deglutition disorder,305.0,dysdiadochokinesia,0.050243255
86,thrombocytopaenia,101.0,fatigue,0.050222516
115,malignant neoplasm of lung,181.0,gurgle,0.05020539
66,edema pulmonary,1.0,pain chest,0.050186373
23,malignant neoplasms,133.0,mass of body structure,0.050091926
23,malignant neoplasms,133.0,mass of body structure,0.050091926
100,candidiasis,216.0,photophobia,0.05004321
86,thrombocytopaenia,118.0,hypotension,0.049955983
137,cholecystitis,265.0,qt interval prolonged,0.049950745
29,gastroesophageal reflux disease,45.0,chest tightness,0.049901016
29,gastroesophageal reflux disease,159.0,burning sensation,0.049829345
36,embolism pulmonary,49.0,productive cough,0.04979874
81,upper respiratory infection,46.0,cough,0.049731385
110,tonic-clonic epilepsy,254.0,moody,0.04966615
146,delusion,249.0,neologism,0.049649257
96,hyperglycemia,57.0,wheezing,0.04963287
7,pneumonia,49.0,productive cough,0.049616396
120,emphysema pulmonary,328.0,moan,0.049572732
118,personality disorder,290.0,extreme exhaustion,0.049557574
46,obesity,101.0,fatigue,0.0495047
141,cholelithiasis,158.0,sore to touch,0.049500015
142,biliary calculus,158.0,sore to touch,0.04941398
77,bacteremia,190.0,distended abdomen,0.0494131
2,diabetes,8.0,sweat,0.049370687
122,spasm bronchial,45.0,chest tightness,0.04932172
65,carcinoma prostate,263.0,polymyalgia,0.049317777
116,carcinoma of lung,4.0,asthenia,0.049252212
101,oral candidiasis,216.0,photophobia,0.049225193
64,malignant neoplasm of prostate,88.0,hematuria,0.04922121
17,dementia,111.0,unconscious state,0.049187712
73,overload fluid,278.0,hypokalemia,0.04915485
122,spasm bronchial,108.0,hypoxemia,0.049144085
85,gout,141.0,emphysematous change,0.049143102
98,tricuspid valve insufficiency,177.0,cicatrisation,0.04910013
58,adenocarcinoma,133.0,mass of body structure,0.04898126
4,depressive disorder,26.0,weepiness,0.048955493
126,endocarditis,144.0,thicken,0.048955325
91,suicide attempt,320.0,todd paralysis,0.0489463
102,neuropathy,78.0,pain,0.04893063
67,lymphatic diseases,213.0,splenomegaly,0.048881095
77,bacteremia,130.0,prostatism,0.04874356
15,anemia,4.0,asthenia,0.04864453
134,influenza,224.0,snuffle,0.048632257
30,septicemia,150.0,spontaneous rupture of membranes,0.04860114
12,hypercholesterolemia,9.0,sweating increased,0.048597153
62,paroxysmal dyspnea,64.0,dyspnea,0.048589684
110,tonic-clonic epilepsy,363.0,ambidexterity,0.04855457
34,dehydration,4.0,asthenia,0.048545185
54,bronchitis,224.0,snuffle,0.048538167
60,pancreatitis,158.0,sore to touch,0.04853177
64,malignant neoplasm of prostate,263.0,polymyalgia,0.04852705
146,delusion,206.0,loose associations,0.048511427
146,delusion,23.0,suicidal,0.048493307
22,anxiety state,23.0,suicidal,0.04845271
43,psychotic disorder,22.0,feeling suicidal,0.048396587
2,diabetes,20.0,vomiting,0.04833492
91,suicide attempt,101.0,fatigue,0.04830063
47,ischemia,122.0,sleepy,0.04826765
88,pneumonia aspiration,19.0,mental status changes,0.048193067
100,candidiasis,53.0,chill,0.048117235
57,transient ischemic attack,124.0,lightheadedness,0.04805682
64,malignant neoplasm of prostate,4.0,asthenia,0.04797061
92,Pneumocystis carinii pneumonia,83.0,diarrhea,0.04793586
143,tachycardia sinus,104.0,orthostasis,0.04792441
23,malignant neoplasms,139.0,cushingoid facies,0.047875185
56,osteoporosis,78.0,pain,0.047846135
19,confusion,4.0,asthenia,0.047839608
131,delirium,122.0,sleepy,0.047829963
22,anxiety state,24.0,hallucinations auditory,0.047754098
17,dementia,34.0,agitation,0.04773282
65,carcinoma prostate,4.0,asthenia,0.047699917
92,Pneumocystis carinii pneumonia,44.0,dyspnea on exertion,0.047676288
20,degenerative polyarthritis,15.0,polydypsia,0.047657996
119,primary carcinoma of the liver cells,138.0,lesion,0.047631826
110,tonic-clonic epilepsy,121.0,muscle twitch,0.04760423
39,chronic kidney failure,4.0,asthenia,0.047570437
19,confusion,120.0,asterixis,0.047536593
19,confusion,90.0,lethargy,0.047504667
57,transient ischemic attack,176.0,neck stiffness,0.047456603
46,obesity,208.0,snore,0.047413506
91,suicide attempt,26.0,weepiness,0.047413442
34,dehydration,47.0,fever,0.047411248
125,pyelonephritis,322.0,myalgia,0.04739603
139,migraine disorders,3.0,dizziness,0.047294974
64,malignant neoplasm of prostate,87.0,dysuria,0.047284793
68,stenosis aortic valve,2.0,shortness of breath,0.047279853
63,hernia,78.0,pain,0.047256976
23,malignant neoplasms,88.0,hematuria,0.047228307
3,depression mental,25.0,feeling hopeless,0.04721841
108,carcinoma colon,20.0,vomiting,0.04717675
110,tonic-clonic epilepsy,122.0,sleepy,0.04713907
146,delusion,27.0,sleeplessness,0.04713219
101,oral candidiasis,53.0,chill,0.047100678
73,overload fluid,118.0,hypotension,0.047059745
80,failure heart,44.0,dyspnea on exertion,0.047030073
36,embolism pulmonary,18.0,unresponsiveness,0.04701055
39,chronic kidney failure,17.0,rale,0.0469618
114,gastroenteritis,133.0,mass of body structure,0.04692759
73,overload fluid,131.0,weight gain,0.04680387
54,bronchitis,49.0,productive cough,0.046706717
96,hyperglycemia,273.0,estrogen use,0.046602964
89,colitis,148.0,pain abdominal,0.04656349
118,personality disorder,315.0,nausea and vomiting,0.04655817
146,delusion,201.0,disturbed family,0.04652621
44,hyperlipidemia,200.0,giddy mood,0.046464726
39,chronic kidney failure,47.0,fever,0.046460427
68,stenosis aortic valve,44.0,dyspnea on exertion,0.046459258
99,Alzheimer's disease,115.0,hyperkalemia,0.046434686
118,personality disorder,26.0,weepiness,0.046408664
4,depressive disorder,25.0,feeling hopeless,0.046325292
50,benign prostatic hypertrophy,170.0,anorexia,0.046304468
49,exanthema,86.0,apyrexial,0.046289086
35,neoplasm,133.0,mass of body structure,0.046283744
44,hyperlipidemia,43.0,hypokinesia,0.04628236
119,primary carcinoma of the liver cells,220.0,"hypothermia, natural",0.04625082
32,sepsis (invertebrate),150.0,spontaneous rupture of membranes,0.046222284
91,suicide attempt,29.0,irritable mood,0.046198502
120,emphysema pulmonary,322.0,myalgia,0.046135906
43,psychotic disorder,27.0,sleeplessness,0.046047427
3,depression mental,37.0,verbal auditory hallucinations,0.046008617
56,osteoporosis,126.0,numbness of hand,0.046003144
3,depression mental,28.0,motor retardation,0.045987666
37,epilepsy,122.0,sleepy,0.04594774
22,anxiety state,27.0,sleeplessness,0.045947563
90,diverticulosis,11.0,nausea,0.04589896
57,transient ischemic attack,6.0,syncope,0.0458756
11,myocardial infarction,73.0,st segment depression,0.045875356
143,tachycardia sinus,248.0,scar tissue,0.04581036
7,pneumonia,50.0,pleuritic pain,0.04573306
134,influenza,223.0,throat sore,0.045728978
118,personality disorder,25.0,feeling hopeless,0.045687377
136,thrombus,82.0,pruritus,0.045681883
121,hemorrhoids,3.0,dizziness,0.045680128
76,gastritis,102.0,heme positive,0.045620896
98,tricuspid valve insufficiency,77.0,bradycardia,0.04562005
41,hepatitis C,24.0,hallucinations auditory,0.045560535
23,malignant neoplasms,144.0,thicken,0.04555407
23,malignant neoplasms,144.0,thicken,0.04555407
65,carcinoma prostate,52.0,breath sounds decreased,0.045553517
88,pneumonia aspiration,83.0,diarrhea,0.04546043
18,insufficiency renal,83.0,diarrhea,0.045448586
31,systemic infection,99.0,haemorrhage,0.04542106
17,dementia,17.0,rale,0.045323208
57,transient ischemic attack,205.0,extrapyramidal sign,0.045297757
118,personality disorder,34.0,agitation,0.045290362
4,depressive disorder,37.0,verbal auditory hallucinations,0.045265708
43,psychotic disorder,29.0,irritable mood,0.045236368
47,ischemia,195.0,sinus rhythm,0.045216925
72,diverticulitis,83.0,diarrhea,0.045207713
136,thrombus,67.0,facial paresis,0.045180652
109,ketoacidosis diabetic,359.0,regurgitates after swallowing,0.045159273
65,carcinoma prostate,17.0,rale,0.045136336
81,upper respiratory infection,47.0,fever,0.045117557
40,carcinoma,142.0,decreased body weight,0.045046184
36,embolism pulmonary,57.0,wheezing,0.045028884
138,hernia hiatal,158.0,sore to touch,0.045007557
45,bipolar disorder,24.0,hallucinations auditory,0.04500454
52,mitral valve insufficiency,10.0,palpitation,0.04486328
111,tonic-clonic seizures,18.0,unresponsiveness,0.044852324
88,pneumonia aspiration,231.0,stupor,0.044689327
55,hemiparesis,18.0,unresponsiveness,0.044665292
82,hepatitis,150.0,spontaneous rupture of membranes,0.044622257
134,influenza,50.0,pleuritic pain,0.044586726
138,hernia hiatal,44.0,dyspnea on exertion,0.044585716
4,depressive disorder,28.0,motor retardation,0.04457159
100,candidiasis,106.0,transaminitis,0.04455993
91,suicide attempt,28.0,motor retardation,0.0445497
47,ischemia,64.0,dyspnea,0.04452975
78,failure kidney,130.0,prostatism,0.044523396
64,malignant neoplasm of prostate,17.0,rale,0.044508558
40,carcinoma,173.0,metastatic lesion,0.04446819
11,myocardial infarction,9.0,sweating increased,0.044369124
52,mitral valve insufficiency,167.0,cardiomegaly,0.044367775
1,hypertensive disease,10.0,palpitation,0.044357464
49,exanthema,216.0,photophobia,0.044343565
15,anemia,102.0,heme positive,0.044305205
117,manic disorder,39.0,difficulty,0.044231955
131,delirium,24.0,hallucinations auditory,0.044179853
66,edema pulmonary,64.0,dyspnea,0.044151247
35,neoplasm,62.0,night sweat,0.044127494
22,anxiety state,22.0,feeling suicidal,0.044094406
108,carcinoma colon,11.0,nausea,0.0440872
81,upper respiratory infection,223.0,throat sore,0.0440467
55,hemiparesis,227.0,paresis,0.044044133
70,carcinoma breast,85.0,swelling,0.044027552
17,dementia,46.0,cough,0.044015225
11,myocardial infarction,16.0,orthopnea,0.044007666
92,Pneumocystis carinii pneumonia,323.0,dyspareunia,0.043971013
133,hyperbilirubinemia,46.0,cough,0.04392391
69,malignant neoplasm of breast,85.0,swelling,0.043726142
67,lymphatic diseases,156.0,hyperacusis,0.04369779
90,diverticulosis,319.0,pneumatouria,0.043697614
72,diverticulitis,277.0,colic abdominal,0.043647323
52,mitral valve insufficiency,20.0,vomiting,0.043638863
34,dehydration,6.0,syncope,0.043573797
34,dehydration,6.0,syncope,0.043573797
138,hernia hiatal,120.0,asterixis,0.043557405
107,malignant tumor of colon,20.0,vomiting,0.043554023
137,cholecystitis,83.0,diarrhea,0.043484755
101,oral candidiasis,106.0,transaminitis,0.043447856
12,hypercholesterolemia,73.0,st segment depression,0.043417677
119,primary carcinoma of the liver cells,148.0,pain abdominal,0.043380875
99,Alzheimer's disease,341.0,tremor resting,0.043354206
100,candidiasis,217.0,painful swallowing,0.043308627
39,chronic kidney failure,83.0,diarrhea,0.04318654
63,hernia,68.0,hemiplegia,0.04309736
41,hepatitis C,53.0,chill,0.04306308
131,delirium,23.0,suicidal,0.0430445
96,hyperglycemia,82.0,pruritus,0.042994328
17,dementia,67.0,facial paresis,0.04297543
7,pneumonia,52.0,breath sounds decreased,0.042922173
65,carcinoma prostate,83.0,diarrhea,0.042919982
146,delusion,25.0,feeling hopeless,0.042900484
23,malignant neoplasms,140.0,cushingoid habitus,0.042891618
18,insufficiency renal,19.0,mental status changes,0.04286789
74,ulcer peptic,279.0,hunger,0.042852566
47,ischemia,77.0,bradycardia,0.042772774
3,depression mental,32.0,hallucinations visual,0.042771474
112,respiratory failure,222.0,general unsteadiness,0.042710517
107,malignant tumor of colon,148.0,pain abdominal,0.04270681
122,spasm bronchial,60.0,tachypnea,0.042663973
101,oral candidiasis,217.0,painful swallowing,0.042648472
21,hypothyroidism,66.0,speech slurred,0.04260613
7,pneumonia,62.0,night sweat,0.04252833
70,carcinoma breast,64.0,dyspnea,0.042482033
80,failure heart,64.0,dyspnea,0.042466406
89,colitis,240.0,urge incontinence,0.042459913
29,gastroesophageal reflux disease,75.0,presence of q wave,0.042451285
121,hemorrhoids,78.0,pain,0.042437885
45,bipolar disorder,23.0,suicidal,0.042327013
69,malignant neoplasm of breast,64.0,dyspnea,0.042280413
25,acquired immuno-deficiency syndrome,49.0,productive cough,0.0422698
60,pancreatitis,86.0,apyrexial,0.042237632
59,paranoia,198.0,terrify,0.04220781
19,confusion,5.0,fall,0.042131312
21,hypothyroidism,91.0,hyponatremia,0.042120133
119,primary carcinoma of the liver cells,218.0,cachexia,0.04209672
3,depression mental,30.0,blackout,0.0420946
38,cardiomyopathy,183.0,left atrial hypertrophy,0.042071298
11,myocardial infarction,13.0,pressure chest,0.042069875
26,HIV,110.0,patient non compliance,0.042063527
8,failure heart congestive,57.0,wheezing,0.042062182
64,malignant neoplasm of prostate,52.0,breath sounds decreased,0.04203744
7,pneumonia,58.0,haemoptysis,0.04202841
11,myocardial infarction,75.0,presence of q wave,0.0420179
27,hiv infections,110.0,patient non compliance,0.041967686
16,chronic obstructive airway disease,110.0,patient non compliance,0.04194405
137,cholecystitis,385.0,cardiovascular finding,0.041939147
122,spasm bronchial,49.0,productive cough,0.041905373
62,paroxysmal dyspnea,131.0,weight gain,0.04189209
99,Alzheimer's disease,67.0,facial paresis,0.041858725
66,edema pulmonary,8.0,sweat,0.04181298
111,tonic-clonic seizures,335.0,absences finding,0.041812878
25,acquired immuno-deficiency syndrome,110.0,patient non compliance,0.04177721
94,parkinson disease,33.0,worry,0.041771606
72,diverticulitis,158.0,sore to touch,0.041745428
35,neoplasm,125.0,food intolerance,0.041735142
34,dehydration,83.0,diarrhea,0.041713156
4,depressive disorder,32.0,hallucinations visual,0.04167737
30,septicemia,99.0,haemorrhage,0.041586224
61,incontinence,186.0,unhappy,0.041552406
51,kidney failure acute,99.0,haemorrhage,0.041462015
80,failure heart,294.0,systolic ejection murmur,0.041397337
132,neutropenia,184.0,oliguria,0.04138195
107,malignant tumor of colon,11.0,nausea,0.041349154
111,tonic-clonic seizures,98.0,tumor cell invasion,0.041323394
10,asthma,71.0,symptom aggravating factors,0.0412878
122,spasm bronchial,20.0,vomiting,0.04128768
7,pneumonia,60.0,tachypnea,0.041259695
3,depression mental,34.0,agitation,0.041231163
108,carcinoma colon,77.0,bradycardia,0.041227393
77,bacteremia,83.0,diarrhea,0.041201796
135,dependence,295.0,stuffy nose,0.04119291
4,depressive disorder,34.0,agitation,0.041128986
15,anemia,103.0,pain back,0.041043293
94,parkinson disease,104.0,orthostasis,0.041037124
2,diabetes,9.0,sweating increased,0.041035008
126,endocarditis,118.0,hypotension,0.041024994
4,depressive disorder,30.0,blackout,0.040977813
129,chronic alcoholic intoxication,111.0,unconscious state,0.040951278
134,influenza,366.0,scleral icterus,0.040949702
22,anxiety state,29.0,irritable mood,0.040930025
65,carcinoma prostate,50.0,pleuritic pain,0.04091665
94,parkinson disease,122.0,sleepy,0.040891625
111,tonic-clonic seizures,123.0,headache,0.040858563
23,malignant neoplasms,142.0,decreased body weight,0.040832132
45,bipolar disorder,22.0,feeling suicidal,0.04082421
107,malignant tumor of colon,77.0,bradycardia,0.04081341
120,emphysema pulmonary,62.0,night sweat,0.040805906
96,hyperglycemia,31.0,mood depressed,0.0407558
45,bipolar disorder,29.0,irritable mood,0.04067315
91,suicide attempt,30.0,blackout,0.04063377
116,carcinoma of lung,48.0,decreased translucency,0.040624566
29,gastroesophageal reflux disease,163.0,constipation,0.040597245
144,ileus,86.0,apyrexial,0.040556364
3,depression mental,35.0,tremor,0.040475264
43,psychotic disorder,35.0,tremor,0.040469855
27,hiv infections,49.0,productive cough,0.040443953
120,emphysema pulmonary,248.0,scar tissue,0.040311
94,parkinson disease,67.0,facial paresis,0.04025156
37,epilepsy,181.0,gurgle,0.040166654
126,endocarditis,142.0,decreased body weight,0.04016105
126,endocarditis,142.0,decreased body weight,0.04016105
124,obesity morbid,108.0,hypoxemia,0.04010623
72,diverticulitis,114.0,unsteady gait,0.040034145
80,failure heart,12.0,angina pectoris,0.039973706
88,pneumonia aspiration,68.0,hemiplegia,0.039964683
132,neutropenia,219.0,hypocalcemia result,0.039959453
61,incontinence,256.0,spasm,0.039876126
43,psychotic disorder,26.0,weepiness,0.039867256
21,hypothyroidism,14.0,polyuria,0.039858613
66,edema pulmonary,110.0,patient non compliance,0.039845232
131,delirium,22.0,feeling suicidal,0.039831072
32,sepsis (invertebrate),99.0,haemorrhage,0.039764166
55,hemiparesis,128.0,drowsiness,0.039756972
64,malignant neoplasm of prostate,83.0,diarrhea,0.039754007
2,diabetes,18.0,unresponsiveness,0.03974446
67,lymphatic diseases,154.0,redness,0.039743483
145,adhesion,404.0,immobile,0.039741393
43,psychotic disorder,37.0,verbal auditory hallucinations,0.039727047
15,anemia,100.0,pallor,0.039691575
4,depressive disorder,35.0,tremor,0.0396442
58,adenocarcinoma,248.0,scar tissue,0.039641254
122,spasm bronchial,86.0,apyrexial,0.039633267
13,infection,46.0,cough,0.039546005
21,hypothyroidism,6.0,syncope,0.03952988
39,chronic kidney failure,19.0,mental status changes,0.039515965
96,hyperglycemia,117.0,ascites,0.039504416
14,infection urinary tract,19.0,mental status changes,0.039499953
34,dehydration,90.0,lethargy,0.039440658
47,ischemia,17.0,rale,0.0394124
11,myocardial infarction,8.0,sweat,0.039389867
40,carcinoma,163.0,constipation,0.03937351
144,ileus,158.0,sore to touch,0.03931919
139,migraine disorders,213.0,splenomegaly,0.039210755
46,obesity,210.0,overweight,0.039179157
42,peripheral vascular disease,122.0,sleepy,0.039168153
112,respiratory failure,138.0,lesion,0.039132074
21,hypothyroidism,4.0,asthenia,0.039039955
84,deglutition disorder,266.0,ataxia,0.039037663
72,diverticulitis,113.0,abdominal tenderness,0.038964577
81,upper respiratory infection,64.0,dyspnea,0.03887978
2,diabetes,19.0,mental status changes,0.038854524
43,psychotic disorder,30.0,blackout,0.038844027
100,candidiasis,324.0,poor dentition,0.0388345
120,emphysema pulmonary,242.0,room spinning,0.038776096
76,gastritis,142.0,decreased body weight,0.038745206
7,pneumonia,57.0,wheezing,0.03874314
29,gastroesophageal reflux disease,162.0,sensory discomfort,0.03867567
78,failure kidney,112.0,bedridden,0.03867563
78,failure kidney,112.0,bedridden,0.03867563
88,pneumonia aspiration,46.0,cough,0.03866044
85,gout,117.0,ascites,0.03861362
59,paranoia,31.0,mood depressed,0.038611587
23,malignant neoplasms,141.0,emphysematous change,0.038588036
131,delirium,83.0,diarrhea,0.038567703
65,carcinoma prostate,142.0,decreased body weight,0.03856176
14,infection urinary tract,93.0,difficulty passing urine,0.038539886
23,malignant neoplasms,62.0,night sweat,0.03846716
19,confusion,111.0,unconscious state,0.038463727
72,diverticulitis,195.0,sinus rhythm,0.038414117
37,epilepsy,90.0,lethargy,0.0383963
91,suicide attempt,34.0,agitation,0.03838991
101,oral candidiasis,324.0,poor dentition,0.038326446
15,anemia,101.0,fatigue,0.038316194
65,carcinoma prostate,7.0,vertigo,0.03831598
39,chronic kidney failure,184.0,oliguria,0.03826041
94,parkinson disease,39.0,difficulty,0.03822337
15,anemia,104.0,orthostasis,0.038197998
49,exanthema,217.0,painful swallowing,0.0381821
122,spasm bronchial,162.0,sensory discomfort,0.03814663
64,malignant neoplasm of prostate,50.0,pleuritic pain,0.038103767
109,ketoacidosis diabetic,69.0,seizure,0.038045958
43,psychotic disorder,28.0,motor retardation,0.0380295
45,bipolar disorder,202.0,hypersomnia,0.03799004
31,systemic infection,18.0,unresponsiveness,0.037972108
121,hemorrhoids,159.0,burning sensation,0.03795046
93,hepatitis B,182.0,wheelchair bound,0.037936985
11,myocardial infarction,17.0,rale,0.03793493
112,respiratory failure,195.0,sinus rhythm,0.03792698
117,manic disorder,38.0,energy increased,0.037926707
120,emphysema pulmonary,17.0,rale,0.037788555
85,gout,110.0,patient non compliance,0.03771519
43,psychotic disorder,25.0,feeling hopeless,0.03771323
48,cirrhosis,95.0,guaiac positive,0.037646532
109,ketoacidosis diabetic,241.0,vision blurred,0.037632726
110,tonic-clonic epilepsy,123.0,headache,0.03763061
129,chronic alcoholic intoxication,42.0,homelessness,0.037603892
126,endocarditis,86.0,apyrexial,0.037597366
43,psychotic disorder,34.0,agitation,0.03758454
102,neuropathy,4.0,asthenia,0.037581977
11,myocardial infarction,10.0,palpitation,0.03757693
16,chronic obstructive airway disease,45.0,chest tightness,0.03756463
132,neutropenia,86.0,apyrexial,0.037536643
45,bipolar disorder,27.0,sleeplessness,0.037535086
115,malignant neoplasm of lung,48.0,decreased translucency,0.037501983
23,malignant neoplasms,148.0,pain abdominal,0.037466507
104,fibroid tumor,147.0,heartburn,0.037452113
91,suicide attempt,321.0,alcoholic withdrawal symptoms,0.03742952
112,respiratory failure,364.0,bruit,0.037403524
55,hemiparesis,67.0,facial paresis,0.037364163
121,hemorrhoids,306.0,achalasia,0.037363794
39,chronic kidney failure,18.0,unresponsiveness,0.037347097
145,adhesion,114.0,unsteady gait,0.037326604
73,overload fluid,190.0,distended abdomen,0.03728803
30,septicemia,18.0,unresponsiveness,0.037273765
79,sickle cell anemia,86.0,apyrexial,0.0371789
33,deep vein thrombosis,56.0,non-productive cough,0.03717823
22,anxiety state,1.0,pain chest,0.037168443
18,insufficiency renal,64.0,dyspnea,0.037146516
110,tonic-clonic epilepsy,18.0,unresponsiveness,0.03714281
134,influenza,53.0,chill,0.03708735
136,thrombus,20.0,vomiting,0.03707926
40,carcinoma,83.0,diarrhea,0.036996108
65,carcinoma prostate,265.0,qt interval prolonged,0.03695535
23,malignant neoplasms,143.0,hoarseness,0.036937393
34,dehydration,19.0,mental status changes,0.036819912
146,delusion,33.0,worry,0.036804095
21,hypothyroidism,122.0,sleepy,0.036795005
9,accident cerebrovascular,70.0,numbness,0.0367814
59,paranoia,38.0,energy increased,0.036701404
36,embolism pulmonary,59.0,distress respiratory,0.036699176
95,lymphoma,101.0,fatigue,0.036666196
137,cholecystitis,386.0,cardiovascular event,0.036652282
7,pneumonia,53.0,chill,0.036633093
22,anxiety state,26.0,weepiness,0.036561746
120,emphysema pulmonary,163.0,constipation,0.03654438
41,hepatitis C,120.0,asterixis,0.036454793
65,carcinoma prostate,95.0,guaiac positive,0.036405694
72,diverticulitis,148.0,pain abdominal,0.036399435
11,myocardial infarction,64.0,dyspnea,0.03639224
54,bronchitis,53.0,chill,0.036352232
52,mitral valve insufficiency,101.0,fatigue,0.03634907
33,deep vein thrombosis,154.0,redness,0.036330186
29,gastroesophageal reflux disease,148.0,pain abdominal,0.036325
91,suicide attempt,35.0,tremor,0.0362576
88,pneumonia aspiration,106.0,transaminitis,0.036219195
61,incontinence,5.0,fall,0.036208242
26,HIV,49.0,productive cough,0.03616746
21,hypothyroidism,20.0,vomiting,0.036085565
23,malignant neoplasms,149.0,dullness,0.036066636
81,upper respiratory infection,247.0,egophony,0.03605732
81,upper respiratory infection,62.0,night sweat,0.036056984
56,osteoporosis,86.0,apyrexial,0.036032256
137,cholecystitis,195.0,sinus rhythm,0.03601847
40,carcinoma,186.0,unhappy,0.035973556
43,psychotic disorder,32.0,hallucinations visual,0.03585631
40,carcinoma,189.0,lung nodule,0.0358358
144,ileus,163.0,constipation,0.035834707
66,edema pulmonary,195.0,sinus rhythm,0.035784226
19,confusion,122.0,sleepy,0.03575826
18,insufficiency renal,118.0,hypotension,0.03572976
23,malignant neoplasms,117.0,ascites,0.03570022
64,malignant neoplasm of prostate,265.0,qt interval prolonged,0.035624884
97,encephalopathy,94.0,consciousness clear,0.03561086
43,psychotic disorder,36.0,intoxication,0.035592362
15,anemia,91.0,hyponatremia,0.03557468
145,adhesion,164.0,breech presentation,0.035562597
17,dementia,113.0,abdominal tenderness,0.035540268
91,suicide attempt,128.0,drowsiness,0.035532787
71,schizophrenia,275.0,underweight,0.035523396
71,schizophrenia,275.0,underweight,0.035523396
92,Pneumocystis carinii pneumonia,278.0,hypokalemia,0.035518248
34,dehydration,170.0,anorexia,0.035516225
81,upper respiratory infection,57.0,wheezing,0.035439998
114,gastroenteritis,367.0,retch,0.035389632
61,incontinence,6.0,syncope,0.035375264
57,transient ischemic attack,123.0,headache,0.035337545
38,cardiomyopathy,10.0,palpitation,0.035334494
147,affect labile,130.0,prostatism,0.035313852
120,emphysema pulmonary,218.0,cachexia,0.035291824
61,incontinence,18.0,unresponsiveness,0.035273854
81,upper respiratory infection,224.0,snuffle,0.035187207
12,hypercholesterolemia,33.0,worry,0.03516768
46,obesity,211.0,systolic murmur,0.03514544
11,myocardial infarction,43.0,hypokinesia,0.035128508
92,Pneumocystis carinii pneumonia,53.0,chill,0.035125542
66,edema pulmonary,118.0,hypotension,0.035068788
45,bipolar disorder,34.0,agitation,0.035026442
126,endocarditis,173.0,metastatic lesion,0.035004556
19,confusion,65.0,dysarthria,0.03497678
19,confusion,34.0,agitation,0.034969576
29,gastroesophageal reflux disease,11.0,nausea,0.034962956
99,Alzheimer's disease,94.0,consciousness clear,0.034890823
2,diabetes,7.0,vertigo,0.034875635
77,bacteremia,50.0,pleuritic pain,0.034854062
7,pneumonia,56.0,non-productive cough,0.03482606
32,sepsis (invertebrate),18.0,unresponsiveness,0.034737337
22,anxiety state,25.0,feeling hopeless,0.034733735
94,parkinson disease,35.0,tremor,0.034712963
12,hypercholesterolemia,64.0,dyspnea,0.034680206
45,bipolar disorder,25.0,feeling hopeless,0.03467351
22,anxiety state,30.0,blackout,0.03456493
73,overload fluid,85.0,swelling,0.034530174
67,lymphatic diseases,247.0,egophony,0.0345165
98,tricuspid valve insufficiency,314.0,mediastinal shift,0.034445405
15,anemia,2.0,shortness of breath,0.034389853
78,failure kidney,291.0,no status change,0.034386583
39,chronic kidney failure,50.0,pleuritic pain,0.034356073
64,malignant neoplasm of prostate,95.0,guaiac positive,0.034355428
116,carcinoma of lung,173.0,metastatic lesion,0.034330927
84,deglutition disorder,306.0,achalasia,0.034330864
48,cirrhosis,158.0,sore to touch,0.034298442
38,cardiomyopathy,101.0,fatigue,0.034285042
64,malignant neoplasm of prostate,7.0,vertigo,0.034208037
21,hypothyroidism,34.0,agitation,0.034181256
88,pneumonia aspiration,78.0,pain,0.03416648
29,gastroesophageal reflux disease,78.0,pain,0.034139585
45,bipolar disorder,37.0,verbal auditory hallucinations,0.034138903
93,hepatitis B,328.0,moan,0.03410331
146,delusion,30.0,blackout,0.03407413
77,bacteremia,48.0,decreased translucency,0.034054063
71,schizophrenia,42.0,homelessness,0.0339851
20,degenerative polyarthritis,129.0,stiffness,0.03398441
33,deep vein thrombosis,168.0,clonus,0.03398087
13,infection,86.0,apyrexial,0.033908222
110,tonic-clonic epilepsy,335.0,absences finding,0.033880107
134,influenza,55.0,green sputum,0.03386357
118,personality disorder,33.0,worry,0.03384412
34,dehydration,118.0,hypotension,0.033798482
13,infection,81.0,hepatosplenomegaly,0.03379416
18,insufficiency renal,39.0,difficulty,0.033759452
133,hyperbilirubinemia,322.0,myalgia,0.03375876
107,malignant tumor of colon,294.0,systolic ejection murmur,0.033590708
81,upper respiratory infection,21.0,labored breathing,0.033547327
22,anxiety state,35.0,tremor,0.033538178
120,emphysema pulmonary,44.0,dyspnea on exertion,0.0335109
11,myocardial infarction,45.0,chest tightness,0.033489417
94,parkinson disease,88.0,hematuria,0.033466704
59,paranoia,248.0,scar tissue,0.033420462
39,chronic kidney failure,85.0,swelling,0.033391442
22,anxiety state,34.0,agitation,0.03338498
